사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6467620,2018074,41360102,41360001,경기도 남양주시1,경기도 남양주시 평내동(국민은행앞3 인근),21,33,1,10,22,0,127.2437498,37.653588,"{""type"":""Polygon"",""coordinates"":[[[127.245097243463,37.6535879976888],[127.245071352149,37.6533798712515],[127.244994673194,37.6531797424464],[127.244870153329,37.6529953022057],[127.244702577781,37.6528336386058],[127.244498386385,37.6527009644553],[127.244265426101,37.652602378514],[127.244012649464,37.6525416695261],[127.243749770537,37.6525211705982],[127.24348689161,37.6525416695261],[127.243234114973,37.652602378514],[127.243001154689,37.6527009644553],[127.242796963293,37.6528336386058],[127.242629387745,37.6529953022057],[127.24250486788,37.6531797424464],[127.242428188925,37.6533798712515],[127.242402297611,37.6535879976888],[127.242428188925,37.6537961235427],[127.24250486788,37.6539962506867],[127.242629387745,37.6541806884412],[127.242796963293,37.6543423491084],[127.243001154689,37.6544750203264],[127.243234114973,37.6545736037814],[127.24348689161,37.6546343111082],[127.243749770537,37.6546548094527],[127.244012649464,37.6546343111082],[127.244265426101,37.6545736037814],[127.244498386385,37.6544750203264],[127.244702577781,37.6543423491084],[127.244870153329,37.6541806884412],[127.244994673194,37.6539962506867],[127.245071352149,37.6537961235427],[127.245097243463,37.6535879976888]]]}"
6467621,2018074,41360253,41360002,경기도 남양주시2,경기도 남양주시 진접읍(우리은행진접지점앞 인근),20,27,0,6,20,1,127.1797618,37.71615275,"{""type"":""Polygon"",""coordinates"":[[[127.181109297276,37.7161527460533],[127.181083405962,37.7159447950968],[127.181006727007,37.7157448350286],[127.180882207141,37.7155605502964],[127.180714631594,37.7153990230007],[127.180510440198,37.7152664607119],[127.180277479914,37.7151679578914],[127.180024703277,37.7151073000888],[127.17976182435,37.7150868184442],[127.179498945423,37.7151073000888],[127.179246168786,37.7151679578914],[127.179013208502,37.7152664607119],[127.178809017106,37.7153990230007],[127.178641441558,37.7155605502964],[127.178516921693,37.7157448350286],[127.178440242738,37.7159447950968],[127.178414351424,37.7161527460533],[127.178440242738,37.7163606964261],[127.178516921693,37.7165606548322],[127.178641441558,37.7167449370768],[127.178809017106,37.7169064614382],[127.179013208502,37.7170390207927],[127.179246168786,37.7171375211256],[127.179498945423,37.717198177266],[127.17976182435,37.7172186583269],[127.180024703277,37.717198177266],[127.180277479914,37.7171375211256],[127.180510440198,37.7170390207927],[127.180714631594,37.7169064614382],[127.180882207141,37.7167449370768],[127.181006727007,37.7165606548322],[127.181083405962,37.7163606964261],[127.181109297276,37.7161527460533]]]}"
6467622,2018074,41360250,41360003,경기도 남양주시3,경기도 남양주시 와부읍(덕소삼거리 인근),19,27,0,4,13,10,127.2121768,37.58674137,"{""type"":""Polygon"",""coordinates"":[[[127.213524236274,37.5867413693196],[127.21349834496,37.586533055666],[127.213421666005,37.5863327468394],[127.21329714614,37.5861481406903],[127.213129570592,37.5859863316708],[127.212925379196,37.5858535381776],[127.212692418912,37.5857548635568],[127.212439642275,37.5856940999603],[127.212176763348,37.5856735825934],[127.211913884421,37.5856940999603],[127.211661107784,37.5857548635568],[127.2114281475,37.5858535381776],[127.211223956104,37.5859863316708],[127.211056380556,37.5861481406903],[127.210931860691,37.5863327468394],[127.210855181736,37.586533055666],[127.210829290422,37.5867413693196],[127.210855181736,37.5869496823902],[127.210931860691,37.5871499895566],[127.211056380556,37.587334593221],[127.211223956104,37.5874963993097],[127.2114281475,37.5876291898721],[127.211661107784,37.5877278620083],[127.211913884421,37.5877886239446],[127.212176763348,37.5878091407285],[127.212439642275,37.5877886239446],[127.212692418912,37.5877278620083],[127.212925379196,37.5876291898721],[127.213129570592,37.5874963993097],[127.21329714614,37.587334593221],[127.213421666005,37.5871499895566],[127.21349834496,37.5869496823902],[127.213524236274,37.5867413693196]]]}"
6467623,2018074,41370103,41370001,경기도 오산시1,경기도 오산시 원동(한성예식장앞 인근),18,26,0,6,18,2,127.0734423,37.14173065,"{""type"":""Polygon"",""coordinates"":[[[127.074789735378,37.1417306524485],[127.074763844064,37.1415210996993],[127.074687165109,37.1413195993973],[127.074562645244,37.1411338951801],[127.074395069696,37.1409711236974],[127.0741908783,37.1408375403322],[127.073957918016,37.1407382787843],[127.073705141379,37.1406771537601],[127.073442262452,37.1406565143541],[127.073179383525,37.1406771537601],[127.072926606888,37.1407382787843],[127.072693646604,37.1408375403322],[127.072489455208,37.1409711236974],[127.07232187966,37.1411338951801],[127.072197359795,37.1413195993973],[127.07212068084,37.1415210996993],[127.072094789526,37.1417306524485],[127.07212068084,37.1419402046172],[127.072197359795,37.142141703266],[127.07232187966,37.1423274050091],[127.072489455208,37.1424901735733],[127.072693646604,37.1426237540201],[127.072926606888,37.1427230130939],[127.073179383525,37.142784136465],[127.073442262452,37.1428047752905],[127.073705141379,37.142784136465],[127.073957918016,37.1427230130939],[127.0741908783,37.1426237540201],[127.074395069696,37.1424901735733],[127.074562645244,37.1423274050091],[127.074687165109,37.142141703266],[127.074763844064,37.1419402046172],[127.074789735378,37.1417306524485]]]}"
6467624,2018074,41370103,41370002,경기도 오산시2,경기도 오산시 원동(신양아파트앞사거리 인근),18,24,0,2,21,1,127.0735163,37.14637112,"{""type"":""Polygon"",""coordinates"":[[[127.074863735193,37.1463711200321],[127.074837843879,37.1461615801388],[127.074761164924,37.1459600921986],[127.074636645059,37.1457743993741],[127.074469069511,37.1456116378773],[127.074264878115,37.1454780627072],[127.074031917831,37.1453788072487],[127.073779141194,37.1453176859744],[127.073516262267,37.1452970478346],[127.07325338334,37.1453176859744],[127.073000606703,37.1453788072487],[127.072767646419,37.1454780627072],[127.072563455023,37.1456116378773],[127.072395879475,37.1457743993741],[127.07227135961,37.1459600921986],[127.072194680655,37.1461615801388],[127.072168789341,37.1463711200321],[127.072194680655,37.1465806593448],[127.07227135961,37.1467821456318],[127.072395879475,37.1469678359821],[127.072563455023,37.1471305945604],[127.072767646419,37.1472641668119],[127.073000606703,37.1473634197961],[127.07325338334,37.1474245394172],[127.073516262267,37.1474451769764],[127.073779141194,37.1474245394172],[127.074031917831,37.1473634197961],[127.074264878115,37.1472641668119],[127.074469069511,37.1471305945604],[127.074636645059,37.1469678359821],[127.074761164924,37.1467821456318],[127.074837843879,37.1465806593448],[127.074863735193,37.1463711200321]]]}"
6467625,2018074,41370101,41370003,경기도 오산시3,경기도 오산시 오산동(운동장사거리 인근),18,26,1,6,14,5,127.072819,37.15581515,"{""type"":""Polygon"",""coordinates"":[[[127.074166454838,37.1558151508494],[127.074140563524,37.155605637124],[127.074063884569,37.155404174346],[127.073939364704,37.1552185047112],[127.073771789156,37.1550557635401],[127.07356759776,37.1549222050509],[127.073334637476,37.1548229619876],[127.073081860839,37.1547618483461],[127.072818981912,37.1547412127835],[127.072556102985,37.1547618483461],[127.072303326348,37.1548229619876],[127.072070366064,37.1549222050509],[127.071866174668,37.1550557635401],[127.07169859912,37.1552185047112],[127.071574079255,37.155404174346],[127.0714974003,37.155605637124],[127.071471508986,37.1558151508494],[127.0714974003,37.1560246639942],[127.071574079255,37.1562261251188],[127.07169859912,37.1564117922792],[127.071866174668,37.1565745305314],[127.072070366064,37.1567080861018],[127.072303326348,37.1568073266906],[127.072556102985,37.1568684386788],[127.072818981912,37.1568890736607],[127.073081860839,37.1568684386788],[127.073334637476,37.1568073266906],[127.07356759776,37.1567080861018],[127.073771789156,37.1565745305314],[127.073939364704,37.1564117922792],[127.074063884569,37.1562261251188],[127.074140563524,37.1560246639942],[127.074166454838,37.1558151508494]]]}"
6467575,2018074,41390132,41390001,경기도 시흥시1,경기도 시흥시 정왕동(이마트사거리 인근),29,44,0,11,29,4,126.7363109,37.34689474,"{""type"":""Polygon"",""coordinates"":[[[126.73765839244,37.3468947444978],[126.737632501126,37.346685761445],[126.737555822171,37.3464848089452],[126.737431302306,37.3462996095845],[126.737263726758,37.3461372806115],[126.737059535362,37.346004060404],[126.736826575078,37.3459050687064],[126.736573798441,37.345844109855],[126.736310919514,37.3458235265587],[126.736048040587,37.345844109855],[126.73579526395,37.3459050687064],[126.735562303666,37.346004060404],[126.73535811227,37.3461372806115],[126.735190536722,37.3462996095845],[126.735066016857,37.3464848089452],[126.734989337902,37.346685761445],[126.734963446588,37.3468947444978],[126.734989337902,37.3471037269689],[126.735066016857,37.3473046778123],[126.735190536722,37.347489874694],[126.73535811227,37.3476522007427],[126.735562303666,37.347785418026],[126.73579526395,37.3478844072446],[126.736048040587,37.3479453644395],[126.736310919514,37.3479659471542],[126.736573798441,37.3479453644395],[126.736826575078,37.3478844072446],[126.737059535362,37.347785418026],[126.737263726758,37.3476522007427],[126.737431302306,37.347489874694],[126.737555822171,37.3473046778123],[126.737632501126,37.3471037269689],[126.73765839244,37.3468947444978]]]}"
6467576,2018074,41390113,41390002,경기도 시흥시2,경기도 시흥시 계수동(계수교차로 인근),25,50,0,7,36,7,126.8026778,37.45936333,"{""type"":""Polygon"",""coordinates"":[[[126.804025227102,37.4593633282559],[126.803999335788,37.4591546586417],[126.803922656833,37.4589540075345],[126.803798136968,37.4587690859384],[126.80363056142,37.4586070004277],[126.803426370024,37.4584739800243],[126.80319340974,37.4583751367943],[126.802940633103,37.4583142693688],[126.802677754176,37.4582937169431],[126.802414875249,37.4583142693688],[126.802162098612,37.4583751367943],[126.801929138328,37.4584739800243],[126.801724946932,37.4586070004277],[126.801557371384,37.4587690859384],[126.801432851519,37.4589540075345],[126.801356172564,37.4591546586417],[126.80133028125,37.4593633282559],[126.801356172564,37.4595719972878],[126.801432851519,37.4597726467368],[126.801557371384,37.4599575658512],[126.801724946932,37.4601196484346],[126.801929138328,37.4602526659106],[126.802162098612,37.4603515066589],[126.802414875249,37.4604123724262],[126.802677754176,37.4604329242695],[126.802940633103,37.4604123724262],[126.80319340974,37.4603515066589],[126.803426370024,37.4602526659106],[126.80363056142,37.4601196484346],[126.803798136968,37.4599575658512],[126.803922656833,37.4597726467368],[126.803999335788,37.4595719972878],[126.804025227102,37.4593633282559]]]}"
6467577,2018074,41390132,41390003,경기도 시흥시3,경기도 시흥시 정왕동(정왕역앞 인근),24,29,1,5,20,3,126.7406905,37.35145621,"{""type"":""Polygon"",""coordinates"":[[[126.742038016161,37.3514562138341],[126.742012124847,37.351247243478],[126.741935445892,37.3510463031869],[126.741810926027,37.3508611150778],[126.741643350479,37.3506987959669],[126.741439159083,37.3505655838531],[126.741206198799,37.3504665981695],[126.740953422162,37.3504056430216],[126.740690543235,37.3503850609758],[126.740427664308,37.3504056430216],[126.740174887671,37.3504665981695],[126.739941927387,37.3505655838531],[126.739737735991,37.3506987959669],[126.739570160443,37.3508611150778],[126.739445640578,37.3510463031869],[126.739368961623,37.351247243478],[126.739343070309,37.3514562138341],[126.739368961623,37.3516651836085],[126.739445640578,37.351866122243],[126.739570160443,37.352051307873],[126.739737735991,37.3522136240595],[126.739941927387,37.352346833249],[126.740174887671,37.3524458164534],[126.740427664308,37.3525067699448],[126.740690543235,37.352527351409],[126.740953422162,37.3525067699448],[126.741206198799,37.3524458164534],[126.741439159083,37.352346833249],[126.741643350479,37.3522136240595],[126.741810926027,37.352051307873],[126.741935445892,37.351866122243],[126.742012124847,37.3516651836085],[126.742038016161,37.3514562138341]]]}"
6467617,2018074,41410105,41410001,경기도 군포시1,경기도 군포시 금정동(산본역서부사거리 인근),30,39,0,8,25,6,126.9313815,37.35751828,"{""type"":""Polygon"",""coordinates"":[[[126.932728984874,37.3575182757487],[126.93270309356,37.3573093222682],[126.932626414605,37.3571083982042],[126.93250189474,37.35692322505],[126.932334319192,37.3567609190471],[126.932130127796,37.3566277176908],[126.931897167512,37.3565287400007],[126.931644390875,37.3564677897752],[126.931381511948,37.3564472093914],[126.931118633021,37.3564677897752],[126.930865856384,37.3565287400007],[126.9306328961,37.3566277176908],[126.930428704704,37.3567609190471],[126.930261129156,37.35692322505],[126.930136609291,37.3571083982042],[126.930059930336,37.3573093222682],[126.930034039022,37.3575182757487],[126.930059930336,37.3577272286475],[126.930136609291,37.3579281510549],[126.930261129156,37.3581133217298],[126.930428704704,37.3582756248081],[126.9306328961,37.3584088232399],[126.930865856384,37.3585077984507],[126.931118633021,37.3585687470196],[126.931381511948,37.3585893268216],[126.931644390875,37.3585687470196],[126.931897167512,37.3585077984507],[126.932130127796,37.3584088232399],[126.932334319192,37.3582756248081],[126.93250189474,37.3581133217298],[126.932626414605,37.3579281510549],[126.93270309356,37.3577272286475],[126.932728984874,37.3575182757487]]]}"
6467618,2018074,41410105,41410002,경기도 군포시2,경기도 군포시 금정동(산본역동부사거리 인근),25,34,0,8,20,6,126.934768,37.35862321,"{""type"":""Polygon"",""coordinates"":[[[126.936115453085,37.3586232142908],[126.936089561771,37.3584142638865],[126.936012882816,37.3582133427804],[126.935888362951,37.3580281723523],[126.935720787403,37.3578658687389],[126.935516596007,37.3577326693434],[126.935283635723,37.3576336931105],[126.935030859086,37.3575727437823],[126.934767980159,37.3575521637015],[126.934505101232,37.3575727437823],[126.934252324595,37.3576336931105],[126.934019364311,37.3577326693434],[126.933815172915,37.3578658687389],[126.933647597367,37.3580281723523],[126.933523077502,37.3582133427804],[126.933446398547,37.3584142638865],[126.933420507233,37.3586232142908],[126.933446398547,37.3588321641134],[126.933523077502,37.3590330835628],[126.933647597367,37.3592182515116],[126.933815172915,37.3593805522005],[126.934019364311,37.3595137486713],[126.934252324595,37.359612722425],[126.934505101232,37.3596736700966],[126.934767980159,37.3596942495956],[126.935030859086,37.3596736700966],[126.935283635723,37.359612722425],[126.935516596007,37.3595137486713],[126.935720787403,37.3593805522005],[126.935888362951,37.3592182515116],[126.936012882816,37.3590330835628],[126.936089561771,37.3588321641134],[126.936115453085,37.3586232142908]]]}"
6467619,2018074,41410101,41410003,경기도 군포시3,경기도 군포시 당동(당동우체국사거리 인근),21,39,0,7,28,4,126.9445892,37.35070724,"{""type"":""Polygon"",""coordinates"":[[[126.945936704535,37.3507072449443],[126.945910813221,37.3504982725034],[126.945834134266,37.3502973302076],[126.945709614401,37.350112140251],[126.945542038853,37.3499498195207],[126.945337847457,37.3498166060779],[126.945104887173,37.3497176194068],[126.944852110536,37.3496566636507],[126.944589231609,37.3496360813996],[126.944326352682,37.3496566636507],[126.944073576045,37.3497176194068],[126.943840615761,37.3498166060779],[126.943636424365,37.3499498195207],[126.943468848817,37.350112140251],[126.943344328952,37.3502973302076],[126.943267649997,37.3504982725034],[126.943241758683,37.3507072449443],[126.943267649997,37.3509162168035],[126.943344328952,37.3511171574428],[126.943468848817,37.3513023449203],[126.943636424365,37.3514646627262],[126.943840615761,37.3515978732447],[126.944073576045,37.3516968574367],[126.944326352682,37.3517578115362],[126.944589231609,37.3517783932056],[126.944852110536,37.3517578115362],[126.945104887173,37.3516968574367],[126.945337847457,37.3515978732447],[126.945542038853,37.3514646627262],[126.945709614401,37.3513023449203],[126.945834134266,37.3511171574428],[126.945910813221,37.3509162168035],[126.945936704535,37.3507072449443]]]}"
6467626,2018074,41430105,41430001,경기도 의왕시1,경기도 의왕시 오전동(오전동사거리 인근),23,41,0,7,34,0,126.9713455,37.3525009,"{""type"":""Polygon"",""coordinates"":[[[126.972692954536,37.352500900497],[126.972667063222,37.3522919330489],[126.972590384267,37.3520909955542],[126.972465864402,37.3519058100221],[126.972298288854,37.35174349317],[126.972094097458,37.3516102829099],[126.971861137174,37.3515112986038],[126.971608360537,37.3514503443041],[126.97134548161,37.3514297625447],[126.971082602683,37.3514503443041],[126.970829826046,37.3515112986038],[126.970596865762,37.3516102829099],[126.970392674366,37.35174349317],[126.970225098818,37.3519058100221],[126.970100578953,37.3520909955542],[126.970023899998,37.3522919330489],[126.969998008684,37.352500900497],[126.970023899998,37.3527098673633],[126.970100578953,37.3529108032016],[126.970225098818,37.3530959862545],[126.970392674366,37.3532583001822],[126.970596865762,37.3533915075179],[126.970829826046,37.3534904893448],[126.971082602683,37.3535514419879],[126.97134548161,37.3535720231656],[126.971608360537,37.3535514419879],[126.971861137174,37.3534904893448],[126.972094097458,37.3533915075179],[126.972298288854,37.3532583001822],[126.972465864402,37.3530959862545],[126.972590384267,37.3529108032016],[126.972667063222,37.3527098673633],[126.972692954536,37.352500900497]]]}"
6467627,2018074,41430105,41430002,경기도 의왕시2,경기도 의왕시 오전동(신나자로삼거리 인근),17,24,1,8,13,2,126.9654869,37.35862415,"{""type"":""Polygon"",""coordinates"":[[[126.966834392113,37.3586241522837],[126.966808500799,37.358415201882],[126.966731821844,37.3582142807784],[126.966607301979,37.3580291103526],[126.966439726431,37.3578668067412],[126.966235535035,37.3577336073475],[126.966002574751,37.3576346311158],[126.965749798114,37.3575736817883],[126.965486919187,37.3575531017078],[126.96522404026,37.3575736817883],[126.964971263623,37.3576346311158],[126.964738303339,37.3577336073475],[126.964534111943,37.3578668067412],[126.964366536395,37.3580291103526],[126.96424201653,37.3582142807784],[126.964165337575,37.358415201882],[126.964139446261,37.3586241522837],[126.964165337575,37.3588331021037],[126.96424201653,37.3590340215506],[126.964366536395,37.3592191894971],[126.964534111943,37.3593814901839],[126.964738303339,37.3595146866531],[126.964971263623,37.3596136604055],[126.96522404026,37.3596746080763],[126.965486919187,37.3596951875751],[126.965749798114,37.3596746080763],[126.966002574751,37.3596136604055],[126.966235535035,37.3595146866531],[126.966439726431,37.3593814901839],[126.966607301979,37.3592191894971],[126.966731821844,37.3590340215506],[126.966808500799,37.3588331021037],[126.966834392113,37.3586241522837]]]}"
6467628,2018074,41430104,41430003,경기도 의왕시3,경기도 의왕시 왕곡동(고촌사거리 인근),16,31,0,11,17,3,126.9756637,37.34500593,"{""type"":""Polygon"",""coordinates"":[[[126.977011172547,37.3450059325786],[126.976985281233,37.3447969442688],[126.976908602278,37.3445959867139],[126.976784082412,37.3444107826945],[126.976616506865,37.3442484496381],[126.976412315469,37.3441152260794],[126.976179355185,37.3440162318917],[126.975926578548,37.3439552715069],[126.975663699621,37.3439346876928],[126.975400820694,37.3439552715069],[126.975148044057,37.3440162318917],[126.974915083773,37.3441152260794],[126.974710892377,37.3442484496381],[126.974543316829,37.3444107826945],[126.974418796964,37.3445959867139],[126.974342118009,37.3447969442688],[126.974316226695,37.3450059325786],[126.974342118009,37.3452149203068],[126.974418796964,37.3454158762052],[126.974543316829,37.3456010777456],[126.974710892377,37.3457634078779],[126.974915083773,37.3458966285123],[126.975148044057,37.3459956202211],[126.975400820694,37.3460565789494],[126.975663699621,37.3460771621819],[126.975926578548,37.3460565789494],[126.976179355185,37.3459956202211],[126.976412315469,37.3458966285123],[126.976616506865,37.3457634078779],[126.976784082412,37.3456010777456],[126.976908602278,37.3454158762052],[126.976985281233,37.3452149203068],[126.977011172547,37.3450059325786]]]}"
6467629,2018074,41450111,41450001,경기도 하남시1,경기도 하남시 미사동(이조주유소앞 인근),31,45,0,11,34,0,127.186789,37.54979719,"{""type"":""Polygon"",""coordinates"":[[[127.188136480134,37.5497971944858],[127.18811058882,37.5495887774848],[127.188033909865,37.5493883692827],[127.187909389999,37.5492036715487],[127.187741814452,37.5490417822545],[127.187537623056,37.5489089228815],[127.187304662772,37.5488101993078],[127.187051886135,37.5487494055663],[127.186789007208,37.5487288780207],[127.186526128281,37.5487494055663],[127.186273351644,37.5488101993078],[127.18604039136,37.5489089228815],[127.185836199964,37.5490417822545],[127.185668624416,37.5492036715487],[127.185544104551,37.5493883692827],[127.185467425596,37.5495887774848],[127.185441534282,37.5497971944858],[127.185467425596,37.550005610904],[127.185544104551,37.5502060174465],[127.185668624416,37.5503907126967],[127.185836199964,37.5505525990611],[127.18604039136,37.5506854555042],[127.186273351644,37.5507841765941],[127.186526128281,37.550844968676],[127.186789007208,37.5508654956389],[127.187051886135,37.550844968676],[127.187304662772,37.5507841765941],[127.187537623056,37.5506854555042],[127.187741814452,37.5505525990611],[127.187909389999,37.5503907126967],[127.188033909865,37.5502060174465],[127.18811058882,37.550005610904],[127.188136480134,37.5497971944858]]]}"
6467630,2018074,41450108,41450002,경기도 하남시2,경기도 하남시 덕풍동(신장사거리 인근),25,29,0,3,21,5,127.20451,37.53798299,"{""type"":""Polygon"",""coordinates"":[[[127.205857433094,37.5379829923222],[127.20583154178,37.5377745422905],[127.205754862825,37.5375741023271],[127.20563034296,37.5373893753218],[127.205462767412,37.5372274603711],[127.205258576016,37.5370945799425],[127.205025615732,37.5369958407231],[127.204772839095,37.5369350373469],[127.204509960168,37.5369145065481],[127.204247081241,37.5369350373469],[127.203994304604,37.5369958407231],[127.20376134432,37.5370945799425],[127.203557152924,37.5372274603711],[127.203389577376,37.5373893753218],[127.203265057511,37.5375741023271],[127.203188378556,37.5377745422905],[127.203162487242,37.5379829923222],[127.203188378556,37.5381914417711],[127.203265057511,37.5383918800751],[127.203389577376,37.5385766045968],[127.203557152924,37.538738516618],[127.20376134432,37.5388713941171],[127.203994304604,37.5389701308531],[127.204247081241,37.5390309325698],[127.204509960168,37.5390514627859],[127.204772839095,37.5390309325698],[127.205025615732,37.5389701308531],[127.205258576016,37.5388713941171],[127.205462767412,37.538738516618],[127.20563034296,37.5385766045968],[127.205754862825,37.5383918800751],[127.20583154178,37.5381914417711],[127.205857433094,37.5379829923222]]]}"
6467631,2018074,41450108,41450003,경기도 하남시3,경기도 하남시 덕풍동(광진교앞사거리 인근),18,19,0,6,9,4,127.2068436,37.54166468,"{""type"":""Polygon"",""coordinates"":[[[127.208191079374,37.5416646818804],[127.20816518806,37.5414562421412],[127.208088509105,37.5412558120748],[127.20796398924,37.5410710941905],[127.207796413692,37.5409091872345],[127.207592222296,37.5407763133669],[127.207359262012,37.5406775790227],[127.207106485375,37.5406167786487],[127.206843606448,37.5405962488636],[127.206580727521,37.5406167786487],[127.206327950884,37.5406775790227],[127.2060949906,37.5407763133669],[127.205890799204,37.5409091872345],[127.205723223656,37.5410710941905],[127.205598703791,37.5412558120748],[127.205522024836,37.5414562421412],[127.205496133522,37.5416646818804],[127.205522024836,37.5418731210368],[127.205598703791,37.5420735494438],[127.205723223656,37.5422582648445],[127.205890799204,37.5424201688709],[127.2060949906,37.5425530398089],[127.206327950884,37.5426517716694],[127.206580727521,37.5427125703839],[127.206843606448,37.5427330995863],[127.207106485375,37.5427125703839],[127.207359262012,37.5426517716694],[127.207592222296,37.5425530398089],[127.207796413692,37.5424201688709],[127.20796398924,37.5422582648445],[127.208088509105,37.5420735494438],[127.20816518806,37.5418731210368],[127.208191079374,37.5416646818804]]]}"
6467602,2018074,41463103,41460001,경기도 용인시1,경기도 용인시 기흥구 상갈동(상갈교앞 인근),36,48,0,7,29,12,127.1056148,37.27037618,"{""type"":""Polygon"",""coordinates"":[[[127.106962266615,37.2703761836149],[127.106936375301,37.2701669877729],[127.106859696346,37.2699658306616],[127.106735176481,37.2697804427302],[127.106567600933,37.2696179484739],[127.106363409537,37.2694845926221],[127.106130449253,37.2693855001317],[127.105877672616,37.2693244792126],[127.105614793689,37.2693038749585],[127.105351914762,37.2693244792126],[127.105099138125,37.2693855001317],[127.104866177841,37.2694845926221],[127.104661986445,37.2696179484739],[127.104494410897,37.2697804427302],[127.104369891032,37.2699658306616],[127.104293212077,37.2701669877729],[127.104267320763,37.2703761836149],[127.104293212077,37.2705853788757],[127.104369891032,37.2707865343317],[127.104494410897,37.2709719197859],[127.104661986445,37.2711344111201],[127.104866177841,37.2712677640498],[127.105099138125,37.2713668540629],[127.105351914762,37.2714278733269],[127.105614793689,37.2714484769997],[127.105877672616,37.2714278733269],[127.106130449253,37.2713668540629],[127.106363409537,37.2712677640498],[127.106567600933,37.2711344111201],[127.106735176481,37.2709719197859],[127.106859696346,37.2707865343317],[127.106936375301,37.2705853788757],[127.106962266615,37.2703761836149]]]}"
6467603,2018074,41463108,41460002,경기도 용인시2,경기도 용인시 기흥구 고매동(현대자동차앞 인근),28,44,0,9,27,8,127.1052291,37.25365176,"{""type"":""Polygon"",""coordinates"":[[[127.106576552785,37.2536517640186],[127.106550661471,37.2534425217176],[127.106473982516,37.2532413199328],[127.106349462651,37.2530558908301],[127.106181887103,37.2528933604869],[127.105977695707,37.2527599750195],[127.105744735423,37.2526608605227],[127.105491958786,37.2525998260521],[127.105229079859,37.2525792172223],[127.104966200932,37.2525998260521],[127.104713424295,37.2526608605227],[127.104480464011,37.2527599750195],[127.104276272615,37.2528933604869],[127.104108697067,37.2530558908301],[127.103984177202,37.2532413199328],[127.103907498247,37.2534425217176],[127.103881606933,37.2536517640186],[127.103907498247,37.2538610057385],[127.103984177202,37.2540622058683],[127.104108697067,37.2542476324942],[127.104276272615,37.2544101599157],[127.104480464011,37.2545435424615],[127.104713424295,37.2546426544815],[127.104966200932,37.2547036872972],[127.105229079859,37.2547242955458],[127.105491958786,37.2547036872972],[127.105744735423,37.2546426544815],[127.105977695707,37.2545435424615],[127.106181887103,37.2544101599157],[127.106349462651,37.2542476324942],[127.106473982516,37.2540622058683],[127.106550661471,37.2538610057385],[127.106576552785,37.2536517640186]]]}"
6467604,2018074,41465101,41460003,경기도 용인시3,경기도 용인시 수지구 풍덕천동(현대그린프라자앞 인근),25,28,0,7,19,2,127.0980518,37.32450209,"{""type"":""Polygon"",""coordinates"":[[[127.099399297359,37.3245020887013],[127.099373406045,37.3242930433385],[127.09929672709,37.3240920309234],[127.099172207225,37.3239067763445],[127.099004631677,37.3237443989724],[127.098800440281,37.323611139045],[127.098567479997,37.3235121178327],[127.09831470336,37.3234511408063],[127.098051824433,37.3234305513731],[127.097788945506,37.3234511408063],[127.097536168869,37.3235121178327],[127.097303208585,37.323611139045],[127.097099017189,37.3237443989724],[127.096931441642,37.3239067763445],[127.096806921776,37.3240920309234],[127.096730242821,37.3242930433385],[127.096704351507,37.3245020887013],[127.096730242821,37.3247111334825],[127.096806921776,37.3249121442416],[127.096931441642,37.3250973963419],[127.097099017189,37.3252597707904],[127.097303208585,37.3253930277943],[127.097536168869,37.325492046528],[127.097788945506,37.3255530218983],[127.098051824433,37.32557361075],[127.09831470336,37.3255530218983],[127.098567479997,37.325492046528],[127.098800440281,37.3253930277943],[127.099004631677,37.3252597707904],[127.099172207225,37.3250973963419],[127.09929672709,37.3249121442416],[127.099373406045,37.3247111334825],[127.099399297359,37.3245020887013]]]}"
6467578,2018074,41480101,41480001,경기도 파주시1,경기도 파주시 금촌동(파주경찰서앞 인근),30,46,0,12,30,4,126.7766733,37.7590793,"{""type"":""Polygon"",""coordinates"":[[[126.778020782453,37.7590792983718],[126.777994891139,37.7588714679586],[126.777918212184,37.7586716238011],[126.777793692319,37.7584874458925],[126.777626116771,37.7583260122285],[126.777421925375,37.758193526781],[126.777188965091,37.7580950810587],[126.776936188454,37.7580344584171],[126.776673309527,37.7580139886448],[126.7764104306,37.7580344584171],[126.776157653963,37.7580950810587],[126.775924693679,37.758193526781],[126.775720502283,37.7583260122285],[126.775552926735,37.7584874458925],[126.77542840687,37.7586716238011],[126.775351727915,37.7588714679586],[126.775325836601,37.7590792983718],[126.775351727915,37.759287128201],[126.77542840687,37.7594869706958],[126.775552926735,37.7596711461158],[126.775720502283,37.7598325768444],[126.775924693679,37.7599650593564],[126.776157653963,37.7600635025902],[126.7764104306,37.760124123569],[126.776673309527,37.7601445927573],[126.776936188454,37.760124123569],[126.777188965091,37.7600635025902],[126.777421925375,37.7599650593564],[126.777626116771,37.7598325768444],[126.777793692319,37.7596711461158],[126.777918212184,37.7594869706958],[126.777994891139,37.759287128201],[126.778020782453,37.7590792983718]]]}"
