사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6467496,2018074,26140124,26140003,부산광역시 서구3,부산광역시 서구 암남동(세영수산 인근),18,26,0,10,16,0,129.0220052,35.08009107,"{""type"":""Polygon"",""coordinates"":[[[129.023352626542,35.0800910685489],[129.023326735228,35.0798759414349],[129.023250056273,35.0796690810003],[129.023125536407,35.0794784368675],[129.02295796086,35.0793113355212],[129.022753769464,35.0791741987346],[129.02252080918,35.0790722967599],[129.022268032543,35.0790095457704],[129.022005153616,35.0789883573434],[129.021742274689,35.0790095457704],[129.021489498052,35.0790722967599],[129.021256537768,35.0791741987346],[129.021052346372,35.0793113355212],[129.020884770824,35.0794784368675],[129.020760250959,35.0796690810003],[129.020683572004,35.0798759414349],[129.02065768069,35.0800910685489],[129.020683572004,35.0803061950956],[129.020760250959,35.0805130539148],[129.020884770824,35.0807036956299],[129.021052346372,35.0808707941244],[129.021256537768,35.0810079280591],[129.021489498052,35.0811098276162],[129.021742274689,35.0811725769902],[129.022005153616,35.08119376485],[129.022268032543,35.0811725769902],[129.02252080918,35.0811098276162],[129.022753769464,35.0810079280591],[129.02295796086,35.0808707941244],[129.023125536407,35.0807036956299],[129.023250056273,35.0805130539148],[129.023326735228,35.0803061950956],[129.023352626542,35.0800910685489]]]}"
6467497,2018074,26170101,26170001,부산광역시 동구1,부산광역시 동구 초량동(부산역 인근),34,44,0,14,25,5,129.0394441,35.11484309,"{""type"":""Polygon"",""coordinates"":[[[129.040791579987,35.1148430856408],[129.040765688673,35.1146280502031],[129.040689009718,35.1144212779215],[129.040564489853,35.1142307150308],[129.040396914305,35.1140636848935],[129.040192722909,35.1139266065467],[129.039959762625,35.1138247479965],[129.039706985988,35.1137620237477],[129.039444107061,35.1137408443499],[129.039181228134,35.1137620237477],[129.038928451497,35.1138247479965],[129.038695491213,35.1139266065467],[129.038491299817,35.1140636848935],[129.038323724269,35.1142307150308],[129.038199204404,35.1144212779215],[129.038122525449,35.1146280502031],[129.038096634135,35.1148430856408],[129.038122525449,35.1150581205109],[129.038199204404,35.1152648911764],[129.038323724269,35.1154554516485],[129.038491299817,35.1156224789326],[129.038695491213,35.1157595544264],[129.038928451497,35.1158614105578],[129.039181228134,35.1159241331905],[129.039444107061,35.1159453120208],[129.039706985988,35.1159241331905],[129.039959762625,35.1158614105578],[129.040192722909,35.1157595544264],[129.040396914305,35.1156224789326],[129.040564489853,35.1154554516485],[129.040689009718,35.1152648911764],[129.040765688673,35.1150581205109],[129.040791579987,35.1148430856408]]]}"
6467498,2018074,26170101,26170002,부산광역시 동구2,부산광역시 동구 초량동(백광약국 인근),24,29,0,14,13,2,129.039063,35.12024271,"{""type"":""Polygon"",""coordinates"":[[[129.040410486874,35.1202427123322],[129.04038459556,35.1200276911459],[129.040307916605,35.119820932568],[129.04018339674,35.1196303823066],[129.040015821192,35.119463363239],[129.039811629796,35.1193262939768],[129.039578669512,35.1192244421772],[129.039325892875,35.1191617220853],[129.039063013948,35.1191405440911],[129.038800135021,35.1191617220853],[129.038547358384,35.1192244421772],[129.0383143981,35.1193262939768],[129.038110206704,35.119463363239],[129.037942631156,35.1196303823066],[129.037818111291,35.119820932568],[129.037741432336,35.1200276911459],[129.037715541022,35.1202427123322],[129.037741432336,35.1204577329509],[129.037818111291,35.1206644899126],[129.037942631156,35.1208550377551],[129.038110206704,35.1210220539694],[129.0383143981,35.1211591203783],[129.038547358384,35.1212609697591],[129.038800135021,35.1213236882347],[129.039063013948,35.1213448656614],[129.039325892875,35.1213236882347],[129.039578669512,35.1212609697591],[129.039811629796,35.1211591203783],[129.040015821192,35.1210220539694],[129.04018339674,35.1208550377551],[129.040307916605,35.1206644899126],[129.04038459556,35.1204577329509],[129.040410486874,35.1202427123322]]]}"
6467499,2018074,26170101,26170003,부산광역시 동구3,부산광역시 동구 초량동(한국토지공사 인근),23,37,0,5,30,2,129.0413067,35.11806884,"{""type"":""Polygon"",""coordinates"":[[[129.042654141595,35.1180688369082],[129.042628250281,35.1178538099841],[129.042551571326,35.1176470458889],[129.04242705146,35.1174564905428],[129.042259475913,35.1172894670184],[129.042055284517,35.1171523940986],[129.041822324233,35.1170505395811],[129.041569547596,35.1169878178156],[129.041306668669,35.1169666392562],[129.041043789742,35.1169878178156],[129.040791013105,35.1170505395811],[129.040558052821,35.1171523940986],[129.040353861425,35.1172894670184],[129.040186285877,35.1174564905428],[129.040061766012,35.1176470458889],[129.039985087057,35.1178538099841],[129.039959195743,35.1180688369082],[129.039985087057,35.1182838632647],[129.040061766012,35.1184906257437],[129.040186285877,35.1186811786711],[129.040353861425,35.1188481993422],[129.040558052821,35.1189852694089],[129.040791013105,35.1190871215075],[129.041043789742,35.1191498416569],[129.041306668669,35.1191710196487],[129.041569547596,35.1191498416569],[129.041822324233,35.1190871215075],[129.042055284517,35.1189852694089],[129.042259475913,35.1188481993422],[129.04242705146,35.1186811786711],[129.042551571326,35.1184906257437],[129.042628250281,35.1182838632647],[129.042654141595,35.1180688369082]]]}"
6467500,2018074,26200115,26200001,부산광역시 영도구1,부산광역시 영도구 봉래동1가(대교사거리 인근),23,35,0,6,29,0,129.0396657,35.09216612,"{""type"":""Polygon"",""coordinates"":[[[129.041013173838,35.0921661181727],[129.040987282524,35.0919510229039],[129.040910603569,35.0917441930906],[129.040786083704,35.0915535771785],[129.040618508156,35.0913865005677],[129.04041431676,35.0912493840811],[129.040181356476,35.0911474971906],[129.039928579839,35.0910847554899],[129.039665700912,35.0910635701993],[129.039402821985,35.0910847554899],[129.039150045348,35.0911474971906],[129.038917085064,35.0912493840811],[129.038712893668,35.0913865005677],[129.03854531812,35.0915535771785],[129.038420798255,35.0917441930906],[129.0383441193,35.0919510229039],[129.038318227986,35.0921661181727],[129.0383441193,35.0923812128741],[129.038420798255,35.0925880410717],[129.03854531812,35.0927786545658],[129.038712893668,35.0929457283243],[129.038917085064,35.0930828419587],[129.039150045348,35.0931847264312],[129.039402821985,35.0932474665162],[129.039665700912,35.0932686512395],[129.039928579839,35.0932474665162],[129.040181356476,35.0931847264312],[129.04041431676,35.0930828419587],[129.040618508156,35.0929457283243],[129.040786083704,35.0927786545658],[129.040910603569,35.0925880410717],[129.040987282524,35.0923812128741],[129.041013173838,35.0921661181727]]]}"
6467501,2018074,26200117,26200002,부산광역시 영도구2,부산광역시 영도구 봉래동3가(소방서앞사거리 인근),19,23,0,11,12,0,129.043576,35.09075987,"{""type"":""Polygon"",""coordinates"":[[[129.044923486349,35.090759867175],[129.044897595035,35.0905447681971],[129.04482091608,35.0903379348172],[129.044696396215,35.090147315618],[129.044528820667,35.0899802361262],[129.044324629271,35.0898431172752],[129.044091668987,35.0897412286277],[129.04383889235,35.0896784858451],[129.043576013423,35.0896573001892],[129.043313134496,35.0896784858451],[129.043060357859,35.0897412286277],[129.042827397575,35.0898431172752],[129.042623206179,35.0899802361262],[129.042455630631,35.090147315618],[129.042331110766,35.0903379348172],[129.042254431811,35.0905447681971],[129.042228540497,35.090759867175],[129.042254431811,35.0909749655856],[129.042331110766,35.0911817973498],[129.042455630631,35.091372414131],[129.042623206179,35.0915394907706],[129.042827397575,35.0916766067695],[129.043060357859,35.0917784929989],[129.043313134496,35.0918412341659],[129.043576013423,35.0918624192545],[129.04383889235,35.0918412341659],[129.044091668987,35.0917784929989],[129.044324629271,35.0916766067695],[129.044528820667,35.0915394907706],[129.044696396215,35.091372414131],[129.04482091608,35.0911817973498],[129.044897595035,35.0909749655856],[129.044923486349,35.090759867175]]]}"
6467502,2018074,26200109,26200003,부산광역시 영도구3,부산광역시 영도구 영선동2가(농협교차로 인근),10,10,0,4,5,1,129.0421773,35.08816515,"{""type"":""Polygon"",""coordinates"":[[[129.043524767174,35.0881651504022],[129.04349887586,35.0879500445807],[129.043422196905,35.0877432046203],[129.04329767704,35.0875525793565],[129.043130101492,35.087385494549],[129.042925910096,35.0872483713355],[129.042692949812,35.0871464794465],[129.042440173175,35.0870837346677],[129.042177294248,35.0870625483378],[129.041914415321,35.0870837346677],[129.041661638684,35.0871464794465],[129.0414286784,35.0872483713355],[129.041224487004,35.087385494549],[129.041056911456,35.0875525793565],[129.040932391591,35.0877432046203],[129.040855712636,35.0879500445807],[129.040829821322,35.0881651504022],[129.040855712636,35.0883802556563],[129.040932391591,35.0885870940012],[129.041056911456,35.088777716847],[129.041224487004,35.0889447988024],[129.0414286784,35.0890819191638],[129.041661638684,35.0891838086349],[129.041914415321,35.0892465517981],[129.042177294248,35.0892677375607],[129.042440173175,35.0892465517981],[129.042692949812,35.0891838086349],[129.042925910096,35.0890819191638],[129.043130101492,35.0889447988024],[129.04329767704,35.088777716847],[129.043422196905,35.0885870940012],[129.04349887586,35.0883802556563],[129.043524767174,35.0881651504022]]]}"
6467503,2018074,26230103,26230001,부산광역시 부산진구1,부산광역시 부산진구 부전동(서면교차로 인근),54,82,0,21,51,10,129.0591108,35.15776924,"{""type"":""Polygon"",""coordinates"":[[[129.060458298931,35.157769243157],[129.060432407617,35.1575543210683],[129.060355728662,35.1573476577795],[129.060231208797,35.1571571953368],[129.060063633249,35.1569902532428],[129.059859441853,35.1568532471511],[129.059626481569,35.1567514422912],[129.059373704932,35.1566887511047],[129.059110826005,35.1566675828706],[129.058847947078,35.1566887511047],[129.058595170441,35.1567514422912],[129.058362210157,35.1568532471511],[129.058158018761,35.1569902532428],[129.057990443213,35.1571571953368],[129.057865923348,35.1573476577795],[129.057789244393,35.1575543210683],[129.057763353079,35.157769243157],[129.057789244393,35.1579841646778],[129.057865923348,35.1581908263497],[129.057990443213,35.1583812863724],[129.058158018761,35.1585482256117],[129.058362210157,35.1586852288489],[129.058595170441,35.1587870312887],[129.058847947078,35.1588497208582],[129.059110826005,35.1588708885245],[129.059373704932,35.1588497208582],[129.059626481569,35.1587870312887],[129.059859441853,35.1586852288489],[129.060063633249,35.1585482256117],[129.060231208797,35.1583812863724],[129.060355728662,35.1581908263497],[129.060432407617,35.1579841646778],[129.060458298931,35.157769243157]]]}"
6467504,2018074,26230104,26230002,부산광역시 부산진구2,부산광역시 부산진구 범천동(광무교북측 인근),51,85,0,20,58,7,129.0591797,35.15069784,"{""type"":""Polygon"",""coordinates"":[[[129.06052717351,35.1506978361371],[129.060501282196,35.1504828953677],[129.060424603241,35.150276214116],[129.060300083376,35.1500857351187],[129.060132507828,35.1499187785146],[129.059928316432,35.1497817605146],[129.059695356148,35.1496799468062],[129.059442579511,35.1496172501708],[129.059179700584,35.1495960800968],[129.058916821657,35.1496172501708],[129.05866404502,35.1496799468062],[129.058431084736,35.1497817605146],[129.05822689334,35.1499187785146],[129.058059317793,35.1500857351187],[129.057934797927,35.150276214116],[129.057858118972,35.1504828953677],[129.057832227658,35.1506978361371],[129.057858118972,35.1509127763388],[129.057934797927,35.1511194559736],[129.058059317793,35.151309932551],[129.05822689334,35.1514768863008],[129.058431084736,35.1516139014464],[129.05866404502,35.151715712735],[129.058916821657,35.1517784077536],[129.059179700584,35.1517995772598],[129.059442579511,35.1517784077536],[129.059695356148,35.151715712735],[129.059928316432,35.1516139014464],[129.060132507828,35.1514768863008],[129.060300083376,35.151309932551],[129.060424603241,35.1511194559736],[129.060501282196,35.1509127763388],[129.06052717351,35.1506978361371]]]}"
6467505,2018074,26230110,26230003,부산광역시 부산진구3,부산광역시 부산진구 가야동(부전사거리 인근),47,65,1,29,29,6,129.0547226,35.15771402,"{""type"":""Polygon"",""coordinates"":[[[129.056070048913,35.157714023884],[129.056044157599,35.1574991016494],[129.055967478644,35.1572924382203],[129.055842958779,35.1571019756484],[129.055675383231,35.1569350334411],[129.055471191835,35.1567980272563],[129.055238231551,35.1566962223274],[129.054985454914,35.1566335310983],[129.054722575987,35.1566123628498],[129.05445969706,35.1566335310983],[129.054206920423,35.1566962223274],[129.053973960139,35.1567980272563],[129.053769768743,35.1569350334411],[129.053602193195,35.1571019756484],[129.05347767333,35.1572924382203],[129.053400994375,35.1574991016494],[129.053375103061,35.157714023884],[129.053400994375,35.1579289455507],[129.05347767333,35.1581356073628],[129.053602193195,35.1583260675148],[129.053769768743,35.1584930068675],[129.053973960139,35.1586300101976],[129.054206920423,35.1587318127066],[129.05445969706,35.1587945023187],[129.054722575987,35.1588156699993],[129.054985454914,35.1587945023187],[129.055238231551,35.1587318127066],[129.055471191835,35.1586300101976],[129.055675383231,35.1584930068675],[129.055842958779,35.1583260675148],[129.055967478644,35.1581356073628],[129.056044157599,35.1579289455507],[129.056070048913,35.157714023884]]]}"
6467506,2018074,26260109,26260001,부산광역시 동래구1,부산광역시 동래구 사직동(내성교차로 인근),40,49,0,14,32,3,129.0780156,35.20441634,"{""type"":""Polygon"",""coordinates"":[[[129.079363110439,35.2044163366455],[129.079337219125,35.2042015378679],[129.07926054017,35.2039949931511],[129.079136020305,35.2038046399848],[129.078968444757,35.2036377936721],[129.078764253361,35.2035008661859],[129.078531293077,35.2033991197351],[129.07827851644,35.2033364645167],[129.078015637513,35.2033153084276],[129.077752758586,35.2033364645167],[129.077499981949,35.2033991197351],[129.077267021665,35.2035008661859],[129.077062830269,35.2036377936721],[129.076895254721,35.2038046399848],[129.076770734856,35.2039949931511],[129.076694055901,35.2042015378679],[129.076668164587,35.2044163366455],[129.076694055901,35.2046311348549],[129.076770734856,35.2048376779538],[129.076895254721,35.2050280286987],[129.077062830269,35.2051948721551],[129.077267021665,35.2053317967851],[129.077499981949,35.2054335408144],[129.077752758586,35.2054961944149],[129.078015637513,35.2055173499359],[129.07827851644,35.2054961944149],[129.078531293077,35.2054335408144],[129.078764253361,35.2053317967851],[129.078968444757,35.2051948721551],[129.079136020305,35.2050280286987],[129.07926054017,35.2048376779538],[129.079337219125,35.2046311348549],[129.079363110439,35.2044163366455]]]}"
6467507,2018074,26260108,26260002,부산광역시 동래구2,부산광역시 동래구 온천동(동부터미널교차로 인근),37,44,0,9,32,3,129.0787123,35.21178734,"{""type"":""Polygon"",""coordinates"":[[[129.080059797241,35.2117873366172],[129.080033905927,35.2115725573378],[129.079957226972,35.2113660313699],[129.079832707107,35.2111756954825],[129.079665131559,35.2110088643149],[129.079460940163,35.210871949258],[129.079227979879,35.210770212043],[129.078975203242,35.2107075625119],[129.078712324315,35.2106864083432],[129.078449445388,35.2107075625119],[129.078196668751,35.210770212043],[129.077963708467,35.210871949258],[129.077759517071,35.2110088643149],[129.077591941523,35.2111756954825],[129.077467421658,35.2113660313699],[129.077390742703,35.2115725573378],[129.077364851389,35.2117873366172],[129.077390742703,35.2120021153284],[129.077467421658,35.2122086396782],[129.077591941523,35.2123989731439],[129.077759517071,35.212565801455],[129.077963708467,35.2127027136554],[129.078196668751,35.2128044484488],[129.078449445388,35.2128670963618],[129.078712324315,35.2128882499623],[129.078975203242,35.2128670963618],[129.079227979879,35.2128044484488],[129.079460940163,35.2127027136554],[129.079665131559,35.212565801455],[129.079832707107,35.2123989731439],[129.079957226972,35.2122086396782],[129.080033905927,35.2120021153284],[129.080059797241,35.2117873366172]]]}"
6467508,2018074,26260107,26260003,부산광역시 동래구3,부산광역시 동래구 명륜동(동래경찰서 인근),26,35,1,9,24,1,129.0851967,35.20143762,"{""type"":""Polygon"",""coordinates"":[[[129.086544142118,35.201437617453],[129.086518250804,35.201222810797],[129.086441571849,35.2010162585045],[129.086317051983,35.2008258983563],[129.086149476436,35.2006590459241],[129.08594528504,35.2005221134157],[129.085712324756,35.2004203632331],[129.085459548119,35.2003577057167],[129.085196669192,35.2003365488516],[129.084933790265,35.2003577057167],[129.084681013628,35.2004203632331],[129.084448053344,35.2005221134157],[129.084243861948,35.2006590459241],[129.0840762864,35.2008258983563],[129.083951766535,35.2010162585045],[129.08387508758,35.201222810797],[129.083849196266,35.201437617453],[129.08387508758,35.2016524235409],[129.083951766535,35.2018589742155],[129.0840762864,35.2020493319423],[129.084243861948,35.2022161815184],[129.084448053344,35.2023531111706],[129.084681013628,35.2024548589319],[129.084933790265,35.2025175148304],[129.085196669192,35.2025386711274],[129.085459548119,35.2025175148304],[129.085712324756,35.2024548589319],[129.08594528504,35.2023531111706],[129.086149476436,35.2022161815184],[129.086317051983,35.2020493319423],[129.086441571849,35.2018589742155],[129.086518250804,35.2016524235409],[129.086544142118,35.201437617453]]]}"
6467509,2018074,26290109,26290001,부산광역시 남구1,부산광역시 남구 문현동(문현지하차도남단 인근),29,36,0,7,22,7,129.0677307,35.13604662,"{""type"":""Polygon"",""coordinates"":[[[129.069078205414,35.1360466182577],[129.0690523141,35.1358316387941],[129.068975635145,35.1356249203354],[129.06885111528,35.135434407048],[129.068683539732,35.1352674203883],[129.068479348336,35.1351303777225],[129.068246388052,35.1350285456857],[129.067993611415,35.1349658377637],[129.067730732488,35.1349446638788],[129.067467853561,35.1349658377637],[129.067215076924,35.1350285456857],[129.06698211664,35.1351303777225],[129.066777925244,35.1352674203883],[129.066610349696,35.135434407048],[129.066485829831,35.1356249203354],[129.066409150876,35.1358316387941],[129.066383259562,35.1360466182577],[129.066409150876,35.1362615971536],[129.066485829831,35.1364683139958],[129.066610349696,35.1366588248639],[129.066777925244,35.1368258086697],[129.06698211664,35.1369628484817],[129.067215076924,35.1370646780991],[129.067467853561,35.1371273844045],[129.067730732488,35.1371485577218],[129.067993611415,35.1371273844045],[129.068246388052,35.1370646780991],[129.068479348336,35.1369628484817],[129.068683539732,35.1368258086697],[129.06885111528,35.1366588248639],[129.068975635145,35.1364683139958],[129.0690523141,35.1362615971536],[129.069078205414,35.1360466182577]]]}"
6467510,2018074,26290106,26290002,부산광역시 남구2,부산광역시 남구 대연동(대연전화국 인근),27,29,0,7,19,3,129.1013419,35.13799112,"{""type"":""Polygon"",""coordinates"":[[[129.102689359646,35.1379911179966],[129.102663468332,35.1377761436677],[129.102586789377,35.1375694301462],[129.102462269512,35.137378921409],[129.102294693964,35.1372119387377],[129.102090502568,35.137074899345],[129.101857542284,35.1369730697404],[129.101604765647,35.1369103633161],[129.10134188672,35.1368891899369],[129.101079007793,35.1369103633161],[129.100826231156,35.1369730697404],[129.100593270872,35.137074899345],[129.100389079476,35.1372119387377],[129.100221503928,35.137378921409],[129.100096984063,35.1375694301462],[129.100020305108,35.1377761436677],[129.099994413794,35.1379911179966],[129.100020305108,35.1382060917579],[129.100096984063,35.1384128036627],[129.100221503928,35.1386033099804],[129.100389079476,35.1387702897979],[129.100593270872,35.1389073263366],[129.100826231156,35.1390091535218],[129.101079007793,35.1390718583295],[129.10134188672,35.1390930311411],[129.101604765647,35.1390718583295],[129.101857542284,35.1390091535218],[129.102090502568,35.1389073263366],[129.102294693964,35.1387702897979],[129.102462269512,35.1386033099804],[129.102586789377,35.1384128036627],[129.102663468332,35.1382060917579],[129.102689359646,35.1379911179966]]]}"
6467511,2018074,26290106,26290003,부산광역시 남구3,부산광역시 남구 대연동(대연사거리 인근),24,31,1,7,21,2,129.0918885,35.1351245,"{""type"":""Polygon"",""coordinates"":[[[129.093235984872,35.1351244956998],[129.093210093558,35.1349095138013],[129.093133414603,35.1347027930013],[129.093008894737,35.1345122775561],[129.09284131919,35.1343452890052],[129.092637127794,35.1342082447872],[129.09240416751,35.1341064115971],[129.092151390873,35.1340437029649],[129.091888511946,35.1340225288402],[129.091625633019,35.1340437029649],[129.091372856382,35.1341064115971],[129.091139896098,35.1342082447872],[129.090935704702,35.1343452890052],[129.090768129154,35.1345122775561],[129.090643609289,35.1347027930013],[129.090566930334,35.1349095138013],[129.09054103902,35.1351244956998],[129.090566930334,35.1353394770306],[129.090643609289,35.1355461962141],[129.090768129154,35.1357367092399],[129.090935704702,35.1359036949371],[129.091139896098,35.1360407363012],[129.091372856382,35.136142567072],[129.091625633019,35.1362052740876],[129.091888511946,35.1362264476447],[129.092151390873,35.1362052740876],[129.09240416751,35.136142567072],[129.092637127794,35.1360407363012],[129.09284131919,35.1359036949371],[129.093008894737,35.1357367092399],[129.093133414603,35.1355461962141],[129.093210093558,35.1353394770306],[129.093235984872,35.1351244956998]]]}"
6467512,2018074,26320105,26320001,부산광역시 북구1,부산광역시 북구 구포동(덕천교차로 인근),30,47,0,7,34,6,129.0053572,35.21014127,"{""type"":""Polygon"",""coordinates"":[[[129.006704673601,35.210141273302],[129.006678782287,35.2099264896681],[129.006602103332,35.2097199595129],[129.006477583467,35.2095296197666],[129.006310007919,35.2093627852166],[129.006105816523,35.2092258673838],[129.005872856239,35.2091241281062],[129.005620079602,35.2090614773049],[129.005357200675,35.2090403227073],[129.005094321748,35.2090614773049],[129.004841545111,35.2091241281062],[129.004608584827,35.2092258673838],[129.004404393431,35.2093627852166],[129.004236817883,35.2095296197666],[129.004112298018,35.2097199595129],[129.004035619063,35.2099264896681],[129.004009727749,35.210141273302],[129.004035619063,35.2103560563677],[129.004112298018,35.2105625849049],[129.004236817883,35.2107529222296],[129.004404393431,35.2109197539231],[129.004608584827,35.2110566688994],[129.004841545111,35.2111584057555],[129.005094321748,35.2112210549386],[129.005357200675,35.2112422089681],[129.005620079602,35.2112210549386],[129.005872856239,35.2111584057555],[129.006105816523,35.2110566688994],[129.006310007919,35.2109197539231],[129.006477583467,35.2107529222296],[129.006602103332,35.2105625849049],[129.006678782287,35.2103560563677],[129.006704673601,35.210141273302]]]}"
6467513,2018074,26320104,26320002,부산광역시 북구2,부산광역시 북구 덕천동(성진주유소앞 인근),29,38,1,12,24,1,129.0102182,35.21259374,"{""type"":""Polygon"",""coordinates"":[[[129.01156564236,35.2125937425081],[129.011539751046,35.2123789653621],[129.011463072091,35.2121724414455],[129.011338552226,35.2119821074487],[129.011170976678,35.2118152779382],[129.010966785282,35.2116783642412],[129.010733824998,35.2115766280367],[129.010481048361,35.2115139791279],[129.010218169434,35.2114928251693],[129.009955290507,35.2115139791279],[129.00970251387,35.2115766280367],[129.009469553586,35.2116783642412],[129.00926536219,35.2118152779382],[129.009097786642,35.2119821074487],[129.008973266777,35.2121724414455],[129.008896587822,35.2123789653621],[129.008870696508,35.2125937425081],[129.008896587822,35.2128085190859],[129.008973266777,35.2130150413844],[129.009097786642,35.2132053729595],[129.00926536219,35.2133721996134],[129.009469553586,35.2135091104539],[129.00970251387,35.2136108442367],[129.009955290507,35.2136734915274],[129.010218169434,35.2136946449178],[129.010481048361,35.2136734915274],[129.010733824998,35.2136108442367],[129.010966785282,35.2135091104539],[129.011170976678,35.2133721996134],[129.011338552226,35.2132053729595],[129.011463072091,35.2130150413844],[129.011539751046,35.2128085190859],[129.01156564236,35.2125937425081]]]}"
6467514,2018074,26320104,26320003,부산광역시 북구3,부산광역시 북구 덕천동(만덕베르빌아파트앞 인근),28,40,0,9,27,4,129.0376626,35.21287262,"{""type"":""Polygon"",""coordinates"":[[[129.039010078772,35.212872617778],[129.038984187458,35.2126578413698],[129.038907508503,35.2124513181626],[129.038782988637,35.2122609848196],[129.03861541309,35.2120941558822],[129.038411221694,35.2119572426555],[129.03817826141,35.2118555068005],[129.037925484773,35.2117928581068],[129.037662605846,35.2117717042209],[129.037399726919,35.2117928581068],[129.037146950282,35.2118555068005],[129.036913989998,35.2119572426555],[129.036709798602,35.2120941558822],[129.036542223054,35.2122609848196],[129.036417703189,35.2124513181626],[129.036341024234,35.2126578413698],[129.03631513292,35.212872617778],[129.036341024234,35.213087393618],[129.036417703189,35.213293915207],[129.036542223054,35.2134842461284],[129.036709798602,35.2136510722092],[129.036913989998,35.2137879825794],[129.037146950282,35.2138897160127],[129.037399726919,35.2139523630882],[129.037662605846,35.213973516406],[129.037925484773,35.2139523630882],[129.03817826141,35.2138897160127],[129.038411221694,35.2137879825794],[129.03861541309,35.2136510722092],[129.038782988637,35.2134842461284],[129.038907508503,35.213293915207],[129.038984187458,35.213087393618],[129.039010078772,35.212872617778]]]}"
6467515,2018074,26350106,26350001,부산광역시 해운대구1,부산광역시 해운대구 중동(우리은행중앙지점 인근),23,37,2,10,24,1,129.1645655,35.16290452,"{""type"":""Polygon"",""coordinates"":[[[129.165912986415,35.1629045240255],[129.165887095101,35.1626896155049],[129.165810416146,35.1624829652627],[129.165685896281,35.1622925148438],[129.165518320733,35.1621255832888],[129.165314129337,35.1619885858461],[129.165081169053,35.1618867874131],[129.164828392416,35.1618241001842],[129.164565513489,35.1618029332865],[129.164302634562,35.1618241001842],[129.164049857925,35.1618867874131],[129.163816897641,35.1619885858461],[129.163612706245,35.1621255832888],[129.163445130697,35.1622925148438],[129.163320610832,35.1624829652627],[129.163243931877,35.1626896155049],[129.163218040563,35.1629045240255],[129.163243931877,35.1631194319782],[129.163320610832,35.1633260806033],[129.163445130697,35.163516528602],[129.163612706245,35.1636834573022],[129.163816897641,35.1638204518901],[129.164049857925,35.163922247903],[129.164302634562,35.1639849335148],[129.164565513489,35.1640060998447],[129.164828392416,35.1639849335148],[129.165081169053,35.163922247903],[129.165314129337,35.1638204518901],[129.165518320733,35.1636834573022],[129.165685896281,35.163516528602],[129.165810416146,35.1633260806033],[129.165887095101,35.1631194319782],[129.165912986415,35.1629045240255]]]}"
6467516,2018074,26350105,26350002,부산광역시 해운대구2,부산광역시 해운대구 우동(올림픽교차로 인근),22,40,0,9,26,5,129.1389287,35.16893093,"{""type"":""Polygon"",""coordinates"":[[[129.14027614145,35.1689309296196],[129.140250250136,35.1687160370238],[129.140173571181,35.1685094020943],[129.140049051315,35.1683189657877],[129.139881475768,35.1681520466021],[129.139677284372,35.1680150593108],[129.139444324088,35.1679132684209],[129.139191547451,35.167850585837],[129.138928668524,35.1678294205077],[129.138665789597,35.167850585837],[129.13841301296,35.1679132684209],[129.138180052676,35.1680150593108],[129.13797586128,35.1681520466021],[129.137808285732,35.1683189657877],[129.137683765867,35.1685094020943],[129.137607086912,35.1687160370238],[129.137581195598,35.1689309296196],[129.137607086912,35.1691458216475],[129.137683765867,35.1693524549597],[129.137808285732,35.169542888846],[129.13797586128,35.1697098051765],[129.138180052676,35.1698467896129],[129.13841301296,35.1699485780824],[129.138665789597,35.1700112590491],[129.138928668524,35.1700324238105],[129.139191547451,35.1700112590491],[129.139444324088,35.1699485780824],[129.139677284372,35.1698467896129],[129.139881475768,35.1697098051765],[129.140049051315,35.169542888846],[129.140173571181,35.1693524549597],[129.140250250136,35.1691458216475],[129.14027614145,35.1689309296196]]]}"
6467517,2018074,26350103,26350003,부산광역시 해운대구3,부산광역시 해운대구 반여동(선수촌교차로 인근),21,30,0,13,17,0,129.1196984,35.20487093,"{""type"":""Polygon"",""coordinates"":[[[129.121045922851,35.2048709313493],[129.121020031537,35.2046561337742],[129.120943352582,35.2044495902136],[129.120818832717,35.2042592381128],[129.120651257169,35.2040923927341],[129.120447065773,35.2039554660143],[129.120214105489,35.2038537201331],[129.119961328852,35.2037910652654],[129.119698449925,35.2037699092947],[129.119435570998,35.2037910652654],[129.119182794361,35.2038537201331],[129.118949834077,35.2039554660143],[129.118745642681,35.2040923927341],[129.118578067133,35.2042592381128],[129.118453547268,35.2044495902136],[129.118376868313,35.2046561337742],[129.118350976999,35.2048709313493],[129.118376868313,35.2050857283563],[129.118453547268,35.2052922702989],[129.118578067133,35.2054826199783],[129.118745642681,35.2056494625007],[129.118949834077,35.2057863863642],[129.119182794361,35.2058881298239],[129.119435570998,35.2059507830737],[129.119698449925,35.2059719384762],[129.119961328852,35.2059507830737],[129.120214105489,35.2058881298239],[129.120447065773,35.2057863863642],[129.120651257169,35.2056494625007],[129.120818832717,35.2054826199783],[129.120943352582,35.2052922702989],[129.121020031537,35.2050857283563],[129.121045922851,35.2048709313493]]]}"
